Date,Value
2019-01-01,10
2019-01-02,14
2019-01-03,18
2019-01-04,17
2019-01-05,15
2019-01-06,14
2019-01-07,18
2019-01-08,15
2019-01-09,15
2019-01-10,16
2019-01-11,15
2019-01-12,20
2019-01-13,23
2019-01-14,14
2019-01-15,23
2019-01-16,22
2019-01-17,20
2019-01-18,21
2019-01-19,27
2019-01-20,16
2019-01-21,24
2019-01-22,22
2019-01-23,20
2019-01-24,26
2019-01-25,28
2019-01-26,17
2019-01-27,15
2019-01-28,27
2019-01-29,24
2019-01-30,20
2019-01-31,18
2019-02-01,20
2019-02-02,20
2019-02-03,21
2019-02-04,23
2019-02-05,21
2019-02-06,23
2019-02-07,19
2019-02-08,27
2019-02-09,17
2019-02-10,11
2019-02-11,22
2019-02-12,20
2019-02-13,25
2019-02-14,19
2019-02-15,24
2019-02-16,17
2019-02-17,21
2019-02-18,21
2019-02-19,24
2019-02-20,17
2019-02-21,15
2019-02-22,19
2019-02-23,15
2019-02-24,23
2019-02-25,10
2019-02-26,12
2019-02-27,18
2019-02-28,13
2019-03-01,0
2019-03-02,20
2019-03-03,20
2019-03-04,21
2019-03-05,22
2019-03-06,24
2019-03-07,20
2019-03-08,12
2019-03-09,19
2019-03-10,16
2019-03-11,18
2019-03-12,16
2019-03-13,17
2019-03-14,19
2019-03-15,15
2019-03-16,20
2019-03-17,19
2019-03-18,20
2019-03-19,20
2019-03-20,18
2019-03-21,12
2019-03-22,20
2019-03-23,16
2019-03-24,19
2019-03-25,13
2019-03-26,17
2019-03-27,21
2019-03-28,11
2019-03-29,12
2019-03-30,11
2019-03-31,10
2019-04-01,9
2019-04-02,11
2019-04-03,19
2019-04-04,22
2019-04-05,17
2019-04-06,16
2019-04-07,16
2019-04-08,15
2019-04-09,13
2019-04-10,16
2019-04-11,25
2019-04-12,16
2019-04-13,13
2019-04-14,20
2019-04-15,10
2019-04-16,16
2019-04-17,17
2019-04-18,14
2019-04-19,14
2019-04-20,21
2019-04-21,15
2019-04-22,11
2019-04-23,17
2019-04-24,11
2019-04-25,22
2019-04-26,9
2019-04-27,13
2019-04-28,18
2019-04-29,21
2019-04-30,12
2019-05-01,13
2019-05-02,12
2019-05-03,16
2019-05-04,13
2019-05-05,16
2019-05-06,18
2019-05-07,16
2019-05-08,15
2019-05-09,15
2019-05-10,10
2019-05-11,15
2019-05-12,16
2019-05-13,19
2019-05-14,8
2019-05-15,18
2019-05-16,14
2019-05-17,14
2019-05-18,12
2019-05-19,14
2019-05-20,11
2019-05-21,14
2019-05-22,20
2019-05-23,18
2019-05-24,10
2019-05-25,18
2019-05-26,19
2019-05-27,12
2019-05-28,23
2019-05-29,16
2019-05-30,9
2019-05-31,11
2019-06-01,16
2019-06-02,20
2019-06-03,13
2019-06-04,13
2019-06-05,14
2019-06-06,11
2019-06-07,20
2019-06-08,15
2019-06-09,15
2019-06-10,17
2019-06-11,12
2019-06-12,9
2019-06-13,12
2019-06-14,14
2019-06-15,14
2019-06-16,12
2019-06-17,15
2019-06-18,10
2019-06-19,10
2019-06-20,16
2019-06-21,17
2019-06-22,19
2019-06-23,24
2019-06-24,11
2019-06-25,7
2019-06-26,13
2019-06-27,15
2019-06-28,25
2019-06-29,15
2019-06-30,17
2019-07-01,18
2019-07-02,15
2019-07-03,14
