Date,Value
2019-01-01,19
2019-01-02,35
2019-01-03,20
2019-01-04,27
2019-01-05,29
2019-01-06,25
2019-01-07,24
2019-01-08,32
2019-01-09,32
2019-01-10,17
2019-01-11,30
2019-01-12,36
2019-01-13,25
2019-01-14,26
2019-01-15,30
2019-01-16,27
2019-01-17,21
2019-01-18,24
2019-01-19,33
2019-01-20,27
2019-01-21,25
2019-01-22,18
2019-01-23,29
2019-01-24,29
2019-01-25,19
2019-01-26,37
2019-01-27,24
2019-01-28,27
2019-01-29,40
2019-01-30,20
2019-01-31,30
2019-02-01,30
2019-02-02,27
2019-02-03,29
2019-02-04,37
2019-02-05,22
2019-02-06,18
2019-02-07,29
2019-02-08,38
2019-02-09,30
2019-02-10,21
2019-02-11,27
2019-02-12,24
2019-02-13,38
2019-02-14,21
2019-02-15,37
2019-02-16,25
2019-02-17,21
2019-02-18,23
2019-02-19,30
2019-02-20,24
2019-02-21,32
2019-02-22,21
2019-02-23,24
2019-02-24,18
2019-02-25,27
2019-02-26,25
2019-02-27,20
2019-02-28,22
2019-03-01,0
2019-03-02,24
2019-03-03,20
2019-03-04,23
2019-03-05,23
2019-03-06,17
2019-03-07,25
2019-03-08,20
2019-03-09,25
2019-03-10,18
2019-03-11,14
2019-03-12,27
2019-03-13,26
2019-03-14,27
2019-03-15,23
2019-03-16,23
2019-03-17,24
2019-03-18,16
2019-03-19,32
2019-03-20,28
2019-03-21,22
2019-03-22,27
2019-03-23,23
2019-03-24,28
2019-03-25,16
2019-03-26,11
2019-03-27,18
2019-03-28,22
2019-03-29,12
2019-03-30,9
2019-03-31,20
2019-04-01,26
2019-04-02,25
2019-04-03,21
2019-04-04,17
2019-04-05,19
2019-04-06,23
2019-04-07,21
2019-04-08,20
2019-04-09,18
2019-04-10,22
2019-04-11,12
2019-04-12,19
2019-04-13,23
2019-04-14,24
2019-04-15,15
2019-04-16,22
2019-04-17,18
2019-04-18,21
2019-04-19,22
2019-04-20,33
2019-04-21,21
2019-04-22,14
2019-04-23,26
2019-04-24,13
2019-04-25,20
2019-04-26,18
2019-04-27,20
2019-04-28,16
2019-04-29,21
2019-04-30,18
2019-05-01,19
2019-05-02,26
2019-05-03,24
2019-05-04,14
2019-05-05,15
2019-05-06,23
2019-05-07,22
2019-05-08,17
2019-05-09,24
2019-05-10,13
2019-05-11,19
2019-05-12,24
2019-05-13,18
2019-05-14,17
2019-05-15,13
2019-05-16,34
2019-05-17,19
2019-05-18,22
2019-05-19,26
2019-05-20,15
2019-05-21,23
2019-05-22,18
2019-05-23,18
2019-05-24,27
2019-05-25,21
2019-05-26,13
2019-05-27,18
2019-05-28,17
2019-05-29,22
2019-05-30,21
2019-05-31,15
2019-06-01,22
2019-06-02,17
2019-06-03,19
2019-06-04,25
2019-06-05,23
2019-06-06,20
2019-06-07,13
2019-06-08,14
2019-06-09,14
2019-06-10,16
2019-06-11,16
2019-06-12,23
2019-06-13,20
2019-06-14,12
2019-06-15,23
2019-06-16,13
2019-06-17,20
2019-06-18,24
2019-06-19,18
2019-06-20,22
2019-06-21,22
2019-06-22,18
2019-06-23,15
2019-06-24,8
2019-06-25,21
2019-06-26,22
2019-06-27,21
2019-06-28,27
2019-06-29,24
2019-06-30,15
2019-07-01,25
2019-07-02,9
2019-07-03,10
2019-07-04,11
2019-07-05,24
2019-07-06,21
2019-07-07,22
2019-07-08,13
2019-07-09,21
2019-07-10,18
2019-07-11,25
2019-07-12,26
2019-07-13,21
2019-07-14,21
2019-07-15,19
2019-07-16,13
2019-07-17,27
2019-07-18,18
2019-07-19,18
2019-07-20,20
2019-07-21,31
2019-07-22,19
2019-07-23,17
2019-07-24,29
2019-07-25,21
2019-07-26,33
2019-07-27,22
2019-07-28,34
2019-07-29,15
2019-07-30,27
2019-07-31,14
2019-08-01,13
2019-08-02,14
2019-08-03,20
2019-08-04,10
2019-08-05,20
2019-08-06,15
2019-08-07,22
2019-08-08,16
2019-08-09,23
2019-08-10,21
2019-08-11,11
2019-08-12,14
2019-08-13,16
2019-08-14,15
2019-08-15,21
2019-08-16,14
2019-08-17,18
2019-08-18,15
2019-08-19,28
2019-08-20,13
2019-08-21,22
2019-08-22,19
2019-08-23,15
2019-08-24,22
2019-08-25,25
2019-08-26,20
2019-08-27,21
2019-08-28,23
2019-08-29,23
2019-08-30,24
2019-08-31,19
2019-09-01,21
2019-09-02,17
2019-09-03,22
2019-09-04,20
2019-09-05,20
2019-09-06,16
2019-09-07,14
2019-09-08,15
2019-09-09,4
2019-09-10,12
2019-09-11,22
2019-09-12,25
2019-09-13,19
2019-09-14,18
2019-09-15,16
2019-09-16,9
2019-09-17,14
2019-09-18,23
2019-09-19,14
2019-09-20,18
2019-09-21,10
2019-09-22,20
2019-09-23,23
2019-09-24,19
2019-09-25,14
2019-09-26,17
2019-09-27,15
2019-09-28,16
2019-09-29,14
2019-09-30,22
2019-10-01,17
2019-10-02,15
2019-10-03,30
2019-10-04,26
2019-10-05,21
2019-10-06,12
2019-10-07,12
2019-10-08,27
2019-10-09,21
2019-10-10,25
2019-10-11,25
2019-10-12,21
2019-10-13,23
2019-10-14,24
2019-10-15,15
2019-10-16,21
2019-10-17,24
2019-10-18,21
2019-10-19,20
2019-10-20,21
2019-10-21,19
2019-10-22,18
2019-10-23,15
2019-10-24,15
2019-10-25,18
2019-10-26,24
2019-10-27,15
2019-10-28,22
2019-10-29,20
2019-10-30,22
2019-10-31,20
2019-11-01,24
2019-11-02,19
2019-11-03,25
2019-11-04,23
2019-11-05,22
2019-11-06,25
2019-11-07,15
2019-11-08,31
2019-11-09,22
2019-11-10,18
2019-11-11,14
2019-11-12,16
2019-11-13,23
2019-11-14,25
2019-11-15,19
2019-11-16,24
2019-11-17,22
2019-11-18,24
2019-11-19,26
2019-11-20,18
2019-11-21,26
2019-11-22,24
2019-11-23,20
2019-11-24,14
2019-11-25,24
2019-11-26,21
2019-11-27,17
2019-11-28,30
2019-11-29,24
2019-11-30,32
2019-12-01,18
2019-12-02,22
2019-12-03,21
2019-12-04,19
2019-12-05,24
2019-12-06,16
2019-12-07,33
2019-12-08,21
2019-12-09,25
2019-12-10,27
2019-12-11,29
2019-12-12,24
2019-12-13,25
2019-12-14,19
2019-12-15,25
2019-12-16,31
2019-12-17,23
2019-12-18,25
2019-12-19,26
2019-12-20,25
2019-12-21,24
2019-12-22,20
2019-12-23,22
2019-12-24,29
2019-12-25,35
2019-12-26,27
2019-12-27,17
2019-12-28,30
2019-12-29,23
2019-12-30,20
2019-12-31,25
2020-01-01,24
2020-01-02,25
2020-01-03,30
2020-01-04,24
2020-01-05,23
2020-01-06,31
2020-01-07,27
2020-01-08,25
2020-01-09,21
2020-01-10,24
2020-01-11,24
2020-01-12,26
2020-01-13,29
2020-01-14,20
2020-01-15,26
2020-01-16,23
2020-01-17,23
2020-01-18,23
2020-01-19,22
2020-01-20,26
2020-01-21,21
2020-01-22,28
2020-01-23,29
2020-01-24,20
2020-01-25,16
2020-01-26,23
2020-01-27,26
2020-01-28,22
2020-01-29,19
2020-01-30,19
2020-01-31,23
2020-02-01,19
2020-02-02,23
