DATA_SET_NAME,Method,MAE,MSE,RMSE
M-data_Bahamas,Naive Method,0.2647522261097946,0.09920698364257362,0.31497140130902934
M-data_British_Virgin_Island,Naive Method,0.23727713028895323,0.0910231648780354,0.3017004555482729
M-data_Bolivia,Naive Method,0.19677047108607082,0.05109031803855234,0.2260316748567606
M-data_Albania,Naive Method,0.40540154019217495,0.23662484438017475,0.48644099784061656
M-data_Baker_Island,Naive Method,0.03855920960513485,0.002527254171679652,0.050271802948369096
M-data_Algeria,Naive Method,0.38673754967883556,0.23353204543703796,0.48325153433490303
M-data_Andorra,Naive Method,0.27626227271434217,0.12035403460321539,0.3469207900994338
M-data_Azerbaijan,Naive Method,0.2753041176036695,0.10856859113002862,0.3294974827370137
M-data_Belgium,Naive Method,0.23948712231326538,0.0879483092042716,0.29656080186746125
M-data_Burma,Naive Method,0.2873652871904001,0.09892963654351128,0.31453081970374747
M-data_Afghanistan,Naive Method,0.24953359346421167,0.08013568639734381,0.2830824727837169
M-data_Cameroon,Naive Method,0.18589101277837558,0.061489014244642724,0.24796978494292954
M-data_Armenia,Naive Method,0.43933206655470614,0.26889046106755904,0.5185464888200083
M-data_Costa_Rica,Naive Method,0.10653777359305154,0.017246222562341124,0.1313248741188855
M-data_Benin,Naive Method,0.3013808754751404,0.1194010258816266,0.3455445353085859
M-data_Bosnia_H,Naive Method,0.09554211857153123,0.01156779388833611,0.1075536791018146
M-data_Botswana,Naive Method,0.35748553021391527,0.1903250311247163,0.43626257130851404
M-data_Antigua_Barbada,Naive Method,0.21105358281462222,0.057401009778925614,0.23958507837285195
M-data_Colombia,Naive Method,0.1370183900700942,0.0311675884487331,0.17654344634886082
